item_identifier,item_fat_content,item_mrp,item_outlet_sales,item_type,item_visibility,item_weight,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type
FDZ22,Low Fat,81.82499694824219,83.2249984741211,Snack Foods,0.07926174253225327,,1985,OUT019,Tier 1,Small,Grocery Store
FDA46,low fat,196.21359252929688,1944.135986328125,Snack Foods,0.11830084770917892,13.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDJ60,Regular,164.51840209960938,1651.1839599609375,Baking Goods,0.06247639283537865,19.350000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
NCL17,Low Fat,140.6811981201172,3704.51123046875,Health and Hygiene,0.06776689738035202,7.389999866485596,2004,OUT035,Tier 2,Small,Supermarket Type1
FDP10,Low Fat,107.66220092773438,1270.346435546875,Snack Foods,0.12798354029655457,19.0,1987,OUT013,Tier 3,High,Supermarket Type1
NCQ54,Low Fat,168.34739685058594,5221.86962890625,Household,0.012481638230383396,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDV55,Low Fat,145.64439392089844,2467.454833984375,Fruits and Vegetables,0.055159054696559906,17.75,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRJ39,Low Fat,220.148193359375,3066.6748046875,Dairy,0.03632606565952301,20.25,1997,OUT046,Tier 1,Small,Supermarket Type1
FDO09,Regular,262.1910095214844,2366.9189453125,Snack Foods,0.1252746731042862,13.5,1997,OUT046,Tier 1,Small,Supermarket Type1
FDT32,Regular,186.52139282226562,2261.056884765625,Fruits and Vegetables,0.06563393771648407,19.0,1997,OUT046,Tier 1,Small,Supermarket Type1
FDJ03,Regular,47.86920166015625,49.26919937133789,Dairy,0.12117423862218857,12.350000381469727,1998,OUT010,Tier 3,,Grocery Store
FDW50,Low Fat,166.1157989501953,1169.810546875,Dairy,0.07600554823875427,13.100000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDE52,Regular,88.95140075683594,3453.504638671875,Dairy,0.02974206954240799,,1985,OUT027,Tier 3,Medium,Supermarket Type3
DRH15,Low Fat,42.742801666259766,790.9703979492188,Dairy,0.11035900563001633,8.774999618530273,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDB58,reg,140.01539611816406,3119.938720703125,Snack Foods,0.013485235162079334,10.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDA01,Regular,57.59040069580078,468.72320556640625,Canned,0.05448853224515915,15.0,2002,OUT045,Tier 2,,Supermarket Type1
FDG34,Regular,107.52539825439453,325.5762023925781,Snack Foods,0.03764662146568298,11.5,2002,OUT045,Tier 2,,Supermarket Type1
FDV35,Low Fat,155.33140563964844,3412.890869140625,Breads,0.1287282556295395,19.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCQ29,Low Fat,258.8277893066406,1041.3111572265625,Health and Hygiene,0.18249350786209106,,1985,OUT019,Tier 1,Small,Grocery Store
NCJ05,Low Fat,151.56820678710938,1982.0865478515625,Health and Hygiene,0.04607955738902092,18.700000762939453,2004,OUT035,Tier 2,Small,Supermarket Type1
FDR03,Regular,207.8979949951172,3095.969970703125,Meat,0.008734283968806267,15.699999809265137,2004,OUT035,Tier 2,Small,Supermarket Type1
FDK03,Regular,255.9355926513672,4832.37646484375,Dairy,0.07422155886888504,12.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCP06,Low Fat,150.73660278320312,3325.005126953125,Household,0.039306823164224625,20.700000762939453,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDB21,Low Fat,243.4853973388672,1691.7978515625,Fruits and Vegetables,0.14936070144176483,7.474999904632568,2007,OUT017,Tier 2,,Supermarket Type1
FDF24,Regular,83.29340362548828,1883.5482177734375,Baking Goods,0.025409912690520287,15.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDA22,Low Fat,168.6157989501953,4512.12646484375,Starchy Foods,0.08443639427423477,7.434999942779541,2004,OUT035,Tier 2,Small,Supermarket Type1
FDB34,Low Fat,87.0197982788086,2442.154296875,Snack Foods,0.026663778349757195,15.25,2002,OUT045,Tier 2,,Supermarket Type1
NCZ06,Low Fat,254.76980590820312,5327.06591796875,Household,0.09454523772001266,19.600000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDQ46,Low Fat,111.75440216064453,2460.796875,Snack Foods,0.10423591732978821,7.510000228881836,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDY38,Regular,231.8300018310547,466.05999755859375,Dairy,0.20866253972053528,,1985,OUT019,Tier 1,Small,Grocery Store
NCX05,Low Fat,116.54920196533203,810.9443969726562,Health and Hygiene,0.09761111438274384,15.199999809265137,2007,OUT017,Tier 2,,Supermarket Type1
FDP49,Regular,54.5614013671875,1713.1033935546875,Breakfast,0.0687543973326683,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDU21,Regular,35.75579833984375,577.2485961914062,Snack Foods,0.07715442031621933,11.800000190734863,2007,OUT017,Tier 2,,Supermarket Type1
FDS27,Regular,195.11099243164062,3731.80908203125,Meat,0.012528611347079277,10.194999694824219,2007,OUT017,Tier 2,,Supermarket Type1
NCM06,Low Fat,154.26559448242188,308.93121337890625,Household,0.12675297260284424,7.474999904632568,1998,OUT010,Tier 3,,Grocery Store
FDC52,Regular,150.8708038330078,150.47079467773438,Dairy,0.01449703611433506,,1985,OUT019,Tier 1,Small,Grocery Store
FDE56,Regular,62.41939926147461,2291.017822265625,Fruits and Vegetables,0.158424511551857,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDT22,Low Fat,60.62200164794922,778.9860229492188,Snack Foods,0.1123245507478714,10.395000457763672,2002,OUT045,Tier 2,,Supermarket Type1
DRA12,Low Fat,143.01539611816406,283.63079833984375,Soft Drinks,0.06853503733873367,11.600000381469727,1998,OUT010,Tier 3,,Grocery Store
NCN17,Low Fat,100.33580017089844,904.8222045898438,Health and Hygiene,0.05516282841563225,11.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDR07,Low Fat,96.0093994140625,380.83758544921875,Fruits and Vegetables,0.07806060463190079,21.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDD58,Low Fat,99.66999816894531,1897.530029296875,Snack Foods,0.05959401652216911,7.760000228881836,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDU37,Regular,79.7959976196289,4074.696044921875,Canned,0.10400211811065674,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCY17,Low Fat,43.30860137939453,758.34619140625,Health and Hygiene,0.16306529939174652,18.200000762939453,2004,OUT035,Tier 2,Small,Supermarket Type1
FDD03,Low Fat,232.6300048828125,1864.239990234375,Dairy,0.08025768399238586,13.300000190734863,2007,OUT017,Tier 2,,Supermarket Type1
NCU42,Low Fat,170.24740600585938,4211.18505859375,Household,0.019586114212870598,9.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDF52,Low Fat,183.32919311523438,364.8583984375,Frozen Foods,0.11692892760038376,,1985,OUT019,Tier 1,Small,Grocery Store
FDN01,Low Fat,177.93699645996094,6881.04296875,Breakfast,0.07204817980527878,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDP44,Regular,102.1332015991211,1743.064453125,Fruits and Vegetables,0.07983750849962234,16.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCF55,LF,33.38740158081055,1235.0589599609375,Household,0.021666334941983223,6.675000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW37,Low Fat,90.94879913330078,633.8416137695312,Canned,0.12475206702947617,19.200000762939453,2007,OUT017,Tier 2,,Supermarket Type1
FDG59,Low Fat,37.61640167236328,810.9443969726562,Starchy Foods,0.04302520677447319,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDR21,LF,174.43699645996094,1587.9329833984375,Snack Foods,0.0668797567486763,19.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDA37,Regular,123.10459899902344,871.5322265625,Canned,0.055226754397153854,7.809999942779541,1997,OUT046,Tier 1,Small,Supermarket Type1
DRH49,Low Fat,84.1592025756836,1073.2696533203125,Soft Drinks,0.02463507652282715,19.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDI34,reg,229.7667999267578,3916.235595703125,Snack Foods,0.08526831865310669,10.649999618530273,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDQ58,Low Fat,154.53399658203125,459.4020080566406,Snack Foods,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
NCF42,Low Fat,176.37120056152344,1054.627197265625,Household,0.16772252321243286,17.350000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDP13,Regular,41.54800033569336,79.89600372314453,Canned,0.2351832091808319,,1985,OUT019,Tier 1,Small,Grocery Store
NCL31,LF,145.14700317382812,5296.43896484375,Others,0.12046799063682556,7.389999866485596,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDU11,Low Fat,120.70980072021484,3735.8037109375,Breads,0.09214526414871216,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCY42,Low Fat,145.14700317382812,3006.0869140625,Household,0.0151625731959939,6.380000114440918,1997,OUT046,Tier 1,Small,Supermarket Type1
DRC01,Regular,50.36920166015625,591.2304077148438,Soft Drinks,0.01918402686715126,5.920000076293945,1987,OUT013,Tier 3,High,Supermarket Type1
FDB23,Regular,226.20620727539062,1579.943359375,Starchy Foods,0.005611367058008909,19.200000762939453,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDV23,Low Fat,126.00460052490234,871.5322265625,Breads,0.10581675171852112,11.0,2004,OUT035,Tier 2,Small,Supermarket Type1
FDI16,Regular,54.36399841308594,159.79200744628906,Frozen Foods,0.22726069390773773,14.0,1998,OUT010,Tier 3,,Grocery Store
FDK60,Regular,95.20680236816406,777.6544189453125,Baking Goods,0.09401021152734756,16.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDO56,Regular,119.18080139160156,468.72320556640625,Fruits and Vegetables,0.04507378116250038,10.194999694824219,2002,OUT045,Tier 2,,Supermarket Type1
NCQ50,Low Fat,213.32179260253906,3419.548828125,Household,0.0,18.75,2004,OUT035,Tier 2,Small,Supermarket Type1
FDK28,Low Fat,258.26458740234375,5410.95654296875,Frozen Foods,0.06558990478515625,5.695000171661377,1997,OUT046,Tier 1,Small,Supermarket Type1
FDX46,Regular,57.55619812011719,2548.0166015625,Snack Foods,0.057835325598716736,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDU01,Regular,183.5924072265625,2406.201171875,Canned,0.012063121423125267,20.25,2007,OUT017,Tier 2,,Supermarket Type1
FDS02,Regular,196.1793975830078,2926.19091796875,Dairy,0.14609412848949432,10.194999694824219,1999,OUT049,Tier 1,Medium,Supermarket Type1
DRI39,Low Fat,54.893001556396484,3112.614990234375,Dairy,0.09659206867218018,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDX07,Regular,183.4949951171875,4577.375,Fruits and Vegetables,0.022807825356721878,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCV18,Low Fat,84.625,2496.75,Household,0.1054593101143837,6.775000095367432,2002,OUT045,Tier 2,,Supermarket Type1
FDK02,Low Fat,120.44400024414062,1438.1280517578125,Canned,0.1123991459608078,12.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDH57,Low Fat,131.92840576171875,659.1420288085938,Fruits and Vegetables,0.03574076294898987,10.895000457763672,2004,OUT035,Tier 2,Small,Supermarket Type1
FDU13,Low Fat,148.0417938232422,1471.41796875,Canned,0.1875586360692978,8.354999542236328,1997,OUT046,Tier 1,Small,Supermarket Type1
FDL50,Regular,125.40460205078125,1867.5689697265625,Canned,0.04237886518239975,12.149999618530273,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDI58,Regular,95.01200103759766,1864.239990234375,Snack Foods,0.07110440731048584,7.639999866485596,2007,OUT017,Tier 2,,Supermarket Type1
FDP33,Low Fat,257.3671875,2045.337646484375,Snack Foods,0.08919796347618103,18.700000762939453,1987,OUT013,Tier 3,High,Supermarket Type1
FDI40,Regular,100.83580017089844,2111.251708984375,Frozen Foods,0.12560294568538666,11.5,1997,OUT046,Tier 1,Small,Supermarket Type1
FDV24,Low Fat,150.0050048828125,1797.6600341796875,Baking Goods,0.10348177701234818,5.635000228881836,2002,OUT045,Tier 2,,Supermarket Type1
DRZ24,Low Fat,120.34400177001953,3835.008056640625,Soft Drinks,0.08191467821598053,7.534999847412109,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDR12,Regular,172.57640075683594,1030.658447265625,Baking Goods,0.03171312436461449,12.600000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDY60,Regular,143.31280517578125,1438.1280517578125,Baking Goods,0.0,10.5,1997,OUT046,Tier 1,Small,Supermarket Type1
FDY04,Regular,162.52099609375,4567.38818359375,Frozen Foods,0.04227074980735779,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDT37,Low Fat,253.30140686035156,510.0028076171875,Canned,0.06175351142883301,,1985,OUT019,Tier 1,Small,Grocery Store
FDV37,Regular,198.5426025390625,1186.45556640625,Canned,0.08368324488401413,13.0,2002,OUT045,Tier 2,,Supermarket Type1
NCQ02,Low Fat,186.95559692382812,3379.600830078125,Household,0.007468055933713913,12.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDP37,Low Fat,126.99939727783203,385.4981994628906,Breakfast,0.25056004524230957,,1985,OUT019,Tier 1,Small,Grocery Store
DRA24,Regular,162.48680114746094,4422.24365234375,Soft Drinks,0.039895009249448776,19.350000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
NCN54,Low Fat,79.13279724121094,1235.724853515625,Household,0.02132243849337101,20.350000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
DRF01,Low Fat,147.31019592285156,291.6203918457031,Soft Drinks,0.30654284358024597,,1985,OUT019,Tier 1,Small,Grocery Store
FDG52,Low Fat,47.640201568603516,459.4020080566406,Frozen Foods,0.06561843305826187,13.649999618530273,2004,OUT035,Tier 2,Small,Supermarket Type1
NCM05,Low Fat,266.0226135253906,528.6452026367188,Health and Hygiene,0.10478433221578598,,1985,OUT019,Tier 1,Small,Grocery Store
NCA05,Low Fat,148.27340698242188,296.9468078613281,Health and Hygiene,0.04400049149990082,,1985,OUT019,Tier 1,Small,Grocery Store
DRD12,LF,92.3145980834961,1094.5751953125,Soft Drinks,0.07750801742076874,6.960000038146973,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCO07,Low Fat,211.8560028076172,3621.951904296875,Others,0.009816092438995838,9.0600004196167,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDO40,Low Fat,148.93919372558594,3728.47998046875,Frozen Foods,0.032470107078552246,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDA15,LF,248.8092041015625,5976.220703125,Dairy,0.01611301861703396,9.300000190734863,2007,OUT017,Tier 2,,Supermarket Type1
FDG28,Regular,245.61439514160156,3920.23046875,Frozen Foods,0.04928029328584671,9.28499984741211,1997,OUT046,Tier 1,Small,Supermarket Type1
NCY41,low fat,35.25320053100586,970.7363891601562,Health and Hygiene,0.07536886632442474,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCM29,Low Fat,129.66259765625,1836.2763671875,Health and Hygiene,0.017742019146680832,11.5,2007,OUT017,Tier 2,,Supermarket Type1
NCO05,Low Fat,98.63839721679688,1970.7679443359375,Health and Hygiene,0.0466538704931736,7.269999980926514,2002,OUT045,Tier 2,,Supermarket Type1
FDJ26,Regular,215.5218048095703,4915.6015625,Canned,0.0843547135591507,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCT41,Low Fat,153.202392578125,3795.06005859375,Health and Hygiene,0.05599028989672661,15.699999809265137,1997,OUT046,Tier 1,Small,Supermarket Type1
FDC15,Low Fat,158.92880249023438,1571.2879638671875,Dairy,0.17869402468204498,18.100000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCP18,Low Fat,150.47079467773438,2257.06201171875,Household,0.028598250821232796,12.149999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
FDY40,Regular,49.6692008972168,788.3071899414062,Frozen Foods,0.08583499491214752,15.5,1997,OUT046,Tier 1,Small,Supermarket Type1
NCV54,Low Fat,119.11239624023438,1303.6363525390625,Household,0.0,11.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDS14,Low Fat,157.42880249023438,2042.6744384765625,Dairy,0.050065211951732635,7.284999847412109,2002,OUT045,Tier 2,,Supermarket Type1
NCB18,Low Fat,90.15139770507812,442.7569885253906,Household,0.06911294907331467,19.600000381469727,1998,OUT010,Tier 3,,Grocery Store
FDS28,Regular,56.65879821777344,687.1055908203125,Frozen Foods,0.08238600939512253,8.180000305175781,2004,OUT035,Tier 2,Small,Supermarket Type1
FDO24,Low Fat,158.8603973388672,2693.826904296875,Baking Goods,0.17621566355228424,11.100000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDZ49,Regular,218.77980041503906,2203.798095703125,Canned,0.13341563940048218,11.0,2002,OUT045,Tier 2,,Supermarket Type1
FDL39,Regular,180.93179321289062,1984.749755859375,Dairy,0.0633193776011467,16.100000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDJ34,Regular,125.57039642333984,1001.3632202148438,Snack Foods,0.09320219606161118,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDU22,Low Fat,119.91239929199219,2014.7108154296875,Snack Foods,0.09382427483797073,12.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
FDY33,Regular,159.32620239257812,2864.271484375,Snack Foods,0.0,14.5,2004,OUT035,Tier 2,Small,Supermarket Type1
FDP03,Regular,122.13880157470703,2352.937255859375,Meat,0.06130114942789078,5.150000095367432,2002,OUT045,Tier 2,,Supermarket Type1
FDI24,Low Fat,178.43699645996094,2822.991943359375,Baking Goods,0.07872891426086426,10.300000190734863,2004,OUT035,Tier 2,Small,Supermarket Type1
DRF13,Low Fat,144.44439697265625,3628.610107421875,Soft Drinks,0.02984176017343998,12.100000381469727,2002,OUT045,Tier 2,,Supermarket Type1
NCO43,Low Fat,100.10160064697266,2125.233642578125,Others,0.047059014439582825,5.5,1987,OUT013,Tier 3,High,Supermarket Type1
FDM20,Low Fat,245.41439819335938,6615.388671875,Fruits and Vegetables,0.038904622197151184,10.0,2007,OUT017,Tier 2,,Supermarket Type1
FDM39,low fat,178.7001953125,4477.5048828125,Dairy,0.053426165133714676,6.420000076293945,1987,OUT013,Tier 3,High,Supermarket Type1
FDN16,Regular,105.0989990234375,1444.7860107421875,Frozen Foods,0.0628274455666542,12.600000381469727,2002,OUT045,Tier 2,,Supermarket Type1
FDG32,LF,224.0771942138672,1556.640380859375,Fruits and Vegetables,0.17599552869796753,19.850000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
FDZ15,Low Fat,117.8781967163086,2741.0986328125,Dairy,0.0,13.100000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
NCU53,Low Fat,164.8842010498047,2155.194580078125,Health and Hygiene,0.04271623492240906,5.485000133514404,1987,OUT013,Tier 3,High,Supermarket Type1
FDF46,Low Fat,115.8833999633789,1036.650634765625,Snack Foods,0.09420102089643478,7.070000171661377,2007,OUT017,Tier 2,,Supermarket Type1
FDD59,Regular,78.2959976196289,1438.1280517578125,Starchy Foods,0.0,10.5,1997,OUT046,Tier 1,Small,Supermarket Type1
NCG18,Low Fat,101.6332015991211,1845.59765625,Household,0.022958779707551003,15.300000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
DRF03,Low Fat,38.81380081176758,731.0484008789062,Dairy,0.04527042433619499,19.100000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
FDK08,Regular,99.20159912109375,809.61279296875,Fruits and Vegetables,0.12230472266674042,9.194999694824219,1997,OUT046,Tier 1,Small,Supermarket Type1
FDZ26,reg,240.6221923828125,2868.266357421875,Dairy,0.14389756321907043,11.600000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
DRM23,Low Fat,172.04220581054688,2586.633056640625,Hard Drinks,0.13594424724578857,16.600000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDR39,Low Fat,181.7292022705078,4013.4423828125,Meat,0.08427328616380692,20.350000381469727,2007,OUT017,Tier 2,,Supermarket Type1
DRE25,Low Fat,94.41200256347656,1304.968017578125,Soft Drinks,0.07292831689119339,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDL52,Regular,39.85060119628906,37.950599670410156,Frozen Foods,0.08069799840450287,,1985,OUT019,Tier 1,Small,Grocery Store
NCJ54,Low Fat,234.2642059326172,3717.8271484375,Household,0.06005575880408287,9.895000457763672,2004,OUT035,Tier 2,Small,Supermarket Type1
FDF32,Low Fat,198.2425994873047,790.9703979492188,Fruits and Vegetables,0.11395356059074402,16.350000381469727,1998,OUT010,Tier 3,,Grocery Store
FDP60,Low Fat,102.90160369873047,1922.8304443359375,Baking Goods,0.0,17.350000381469727,1997,OUT046,Tier 1,Small,Supermarket Type1
DRD37,Low Fat,45.20600128173828,1211.7559814453125,Soft Drinks,0.013841737061738968,9.800000190734863,1997,OUT046,Tier 1,Small,Supermarket Type1
FDQ59,Regular,84.29080200195312,755.0172119140625,Breads,0.05633961781859398,9.800000190734863,1987,OUT013,Tier 3,High,Supermarket Type1
NCF31,Low Fat,152.80239868164062,1214.419189453125,Household,0.0518474243581295,9.130000114440918,1997,OUT046,Tier 1,Small,Supermarket Type1
FDW24,low fat,50.00339889526367,1992.7393798828125,Baking Goods,0.03731546923518181,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCB30,Low Fat,196.9084014892578,595.2252197265625,Household,0.043021541088819504,14.600000381469727,1998,OUT010,Tier 3,,Grocery Store
FDL56,Low Fat,86.9197998046875,1133.857421875,Fruits and Vegetables,0.12567593157291412,14.100000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
NCQ41,Low Fat,193.77940368652344,2926.19091796875,Health and Hygiene,0.019559746608138084,14.800000190734863,2009,OUT018,Tier 3,Medium,Supermarket Type2
NCX06,LF,181.59759521484375,543.2927856445312,Household,0.02746598981320858,,1985,OUT019,Tier 1,Small,Grocery Store
NCK07,Low Fat,166.15260314941406,1973.43115234375,Others,0.04888501763343811,10.649999618530273,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDI20,Low Fat,211.3585968017578,422.1171875,Fruits and Vegetables,0.06752016395330429,,1985,OUT019,Tier 1,Small,Grocery Store
NCO42,Low Fat,147.4102020263672,3791.065185546875,Household,0.024795057252049446,21.25,2007,OUT017,Tier 2,,Supermarket Type1
FDO44,Low Fat,109.92279815673828,663.1367797851562,Fruits and Vegetables,0.08743666857481003,12.600000381469727,2004,OUT035,Tier 2,Small,Supermarket Type1
FDL20,Low Fat,111.6885986328125,1556.640380859375,Fruits and Vegetables,0.12861420214176178,17.100000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDI07,Regular,198.14259338378906,3757.109375,Meat,0.03381334990262985,12.350000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV21,Low Fat,123.97039794921875,375.5111999511719,Snack Foods,0.2863577902317047,11.5,1998,OUT010,Tier 3,,Grocery Store
FDN08,Regular,117.74659729003906,1296.3126220703125,Fruits and Vegetables,0.0,7.71999979019165,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDF44,Regular,130.3968048095703,3523.41357421875,Fruits and Vegetables,0.059820882976055145,7.170000076293945,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDR36,Regular,43.5453987121582,838.9080200195312,Baking Goods,0.1218329593539238,6.715000152587891,2002,OUT045,Tier 2,,Supermarket Type1
FDD10,Regular,177.23440551757812,892.1719970703125,Snack Foods,0.07702919840812683,20.600000381469727,1998,OUT010,Tier 3,,Grocery Store
FDX57,reg,95.80680084228516,1263.6883544921875,Snack Foods,0.04745875298976898,17.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDR25,Regular,263.78839111328125,1324.9420166015625,Canned,0.138846293091774,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDJ10,Regular,141.68380737304688,3231.12744140625,Snack Foods,0.1297663003206253,5.09499979019165,2002,OUT045,Tier 2,,Supermarket Type1
FDY51,Low Fat,220.8798065185547,6170.63427734375,Meat,0.08074192702770233,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDT28,Low Fat,151.8708038330078,1655.1788330078125,Frozen Foods,0.06392572820186615,13.300000190734863,2007,OUT017,Tier 2,,Supermarket Type1
FDS32,Regular,141.98379516601562,4354.99755859375,Fruits and Vegetables,0.029510313645005226,,1985,OUT027,Tier 3,Medium,Supermarket Type3
NCZ05,Low Fat,104.6989974975586,103.1989974975586,Health and Hygiene,0.10178198665380478,,1985,OUT019,Tier 1,Small,Grocery Store
DRL59,Low Fat,54.229801177978516,161.78939819335938,Hard Drinks,0.03716070577502251,,1985,OUT019,Tier 1,Small,Grocery Store
FDM50,Regular,58.02199935913086,898.8300170898438,Canned,0.030064132064580917,13.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDJ44,Regular,173.23959350585938,3139.912841796875,Fruits and Vegetables,0.10654288530349731,12.300000190734863,2002,OUT045,Tier 2,,Supermarket Type1
NCG19,Low Fat,232.7615966796875,1874.892822265625,Household,0.1481635570526123,20.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCE31,Low Fat,33.62160110473633,934.783203125,Household,0.18394847214221954,,1985,OUT027,Tier 3,Medium,Supermarket Type3
FDO20,Regular,252.03819274902344,4037.4111328125,Fruits and Vegetables,0.1527474969625473,12.850000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDZ57,Regular,128.2993927001953,1413.493408203125,Snack Foods,0.03773288056254387,10.0,1987,OUT013,Tier 3,High,Supermarket Type1
FDH56,Regular,115.94920349121094,115.84919738769531,Fruits and Vegetables,0.11173568665981293,,1985,OUT019,Tier 1,Small,Grocery Store
DRF51,Low Fat,37.450599670410156,1062.6168212890625,Dairy,0.16617454588413239,15.75,2002,OUT045,Tier 2,,Supermarket Type1
FDU51,Regular,175.60279846191406,3364.953125,Meat,0.09649542719125748,20.200000762939453,2004,OUT035,Tier 2,Small,Supermarket Type1
FDE05,Regular,144.81019592285156,3062.01416015625,Frozen Foods,0.03245404735207558,10.895000457763672,1997,OUT046,Tier 1,Small,Supermarket Type1
FDV13,Regular,89.68560028076172,2109.25439453125,Canned,0.027723342180252075,17.350000381469727,2009,OUT018,Tier 3,Medium,Supermarket Type2
FDT36,Low Fat,37.28739929199219,176.43699645996094,Baking Goods,0.18625085055828094,12.300000190734863,1998,OUT010,Tier 3,,Grocery Store
FDO36,Low Fat,179.76600646972656,179.76600646972656,Baking Goods,0.13641707599163055,,1985,OUT019,Tier 1,Small,Grocery Store
FDL13,Regular,231.42999267578125,3029.389892578125,Breakfast,0.05640612915158272,13.850000381469727,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV38,Low Fat,54.59560012817383,764.33837890625,Dairy,0.10193207859992981,19.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDN25,Regular,56.7588005065918,343.55279541015625,Breakfast,0.06127064675092697,7.894999980926514,1999,OUT049,Tier 1,Medium,Supermarket Type1
NCL55,Low Fat,254.9040069580078,4048.06396484375,Others,0.0,12.149999618530273,1997,OUT046,Tier 1,Small,Supermarket Type1
FDD29,Low Fat,254.76980590820312,5073.39599609375,Frozen Foods,0.018439138308167458,12.149999618530273,1999,OUT049,Tier 1,Medium,Supermarket Type1
FDV27,Regular,90.45140075683594,1328.27099609375,Meat,0.04021622985601425,7.96999979019165,2007,OUT017,Tier 2,,Supermarket Type1
FDF29,Regular,129.43099975585938,3505.43701171875,Frozen Foods,0.019917597994208336,15.100000381469727,1987,OUT013,Tier 3,High,Supermarket Type1
NCL07,Low Fat,40.54800033569336,39.948001861572266,Others,0.054869771003723145,,1985,OUT019,Tier 1,Small,Grocery Store
